"tokenid","total_score","residential_score","commercial_score","industrial_score","residential_boost","commercial_boost","industrial_boost","residential_buildings","commercial_buildings","industrial_buildings","public_buildings","launcher","crossing_type","color_scheme","gradient_direction","hospital","police station","fire station","football stadium","baseball stadium","soccer stadium","wind farm","solar farm","nuclear power plant","metroverse theatre","metroverse museum","metcinema","rocket launch site","crypto mining facility","unbelievaltable","rail-x-rail","river-x-river","neo tokyo throne","etherorcs battle arena","karafuru vending machine","terra attack launcher","omni attack launcher","plasma attack launcher","metro attack launcher","terra shield launcher","omni shield launcher","plasma shield launcher","metro shield launcher","terra boost launcher","omni boost launcher","plasma boost launcher","metro boost launcher"
"13533","294","79","58","121","0.14","0.14","0.06","9","7","11","4","Plasma Attack Launcher","river-x-rail","100","80",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"13534","341","49","171","121","0.15","0.14","0.1","6","12","9","5","0","rail-x-street","-60","-80",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"13535","306","115","107","84","0.17","0.16","0.04","12","13","11","4","0","street-x-rail","80","60",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13536","286","74","111","65","0.15","0.15","0.07","9","11","10","4","Plasma Shield Launcher","rail-x-street","-20","-40",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"13537","293","77","109","107","0.17","0.16","0.1","9","13","9","4","0","street-x-rail","0","-20",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13538","317","86","107","88","0.09","0.09","0.04","10","10","8","3","Plasma Boost Launcher","street-x-rail","-20","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"13539","278","104","107","31","0.2","0.2","0.14","9","9","3","7","Metro Boost Launcher","street-x-street","-40","-60",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"13540","386","117","143","126","0.17","0.16","0.09","9","10","10","4","0","street-x-street","40","20",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"13541","258","106","78","38","0.21","0.2","0.05","12","7","6","6","Terra Boost Launcher","rail-x-street","-120","-140",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"13542","347","109","133","105","0.17","0.17","0.14","13","11","11","4","0","street-x-street","40","20",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13543","266","106","47","113","0.15","0.14","0.17","11","6","10","5","0","street-x-rail","-80","-100",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13544","288","77","81","130","0.11","0.11","0.04","10","9","12","3","0","rail-x-street","100","80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13545","281","81","78","122","0.13","0.13","0.11","11","10","14","3","0","street-x-street","100","0",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13546","283","61","109","113","0.19","0.19","0.12","8","8","11","5","0","street-x-street","80","60",0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13547","312","100","103","109","0.24","0.23","0.12","11","10","11","6","0","rail-x-street","-60","-80",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13548","321","60","113","148","0.21","0.2","0.12","8","11","10","5","0","street-x-street","-100","-120",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13549","296","94","77","125","0.03","0.03","0","11","11","14","1","0","street-x-street","-120","-140",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13550","290","90","78","122","0.13","0.12","0.14","11","9","11","5","0","street-x-street","-60","-80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13551","302","125","140","37","0.17","0.16","0.07","13","13","5","4","0","rail-x-street","-100","-120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"13552","235","36","100","99","0.21","0.2","0.04","6","11","14","6","0","street-x-river","20","0",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13553","308","75","61","136","0.23","0.22","0.13","9","6","11","5","Metro Boost Launcher","street-x-street","20","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"13554","351","111","70","134","0.08","0.08","0","12","8","10","3","Omni Shield Launcher","street-x-street","-20","-40",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"13555","323","75","147","101","0.19","0.19","0.14","10","12","9","5","0","street-x-street","-100","-120",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13556","282","75","97","110","0.09","0.09","0.04","10","10","12","3","0","street-x-street","20","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13557","283","90","84","109","0.17","0.17","0.15","10","9","13","4","0","rail-x-street","120","0",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13558","283","85","98","100","0.29","0.28","0.12","9","8","8","8","0","street-x-river","-120","-140",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13559","289","50","65","138","0.18","0.18","0.09","8","8","14","5","Plasma Boost Launcher","rail-x-street","-140","-160",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"13560","304","97","125","46","0.21","0.2","0.09","9","10","8","5","Plasma Attack Launcher","street-x-river","-20","-40",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"13561","276","75","78","123","0.17","0.17","0.14","9","9","13","6","0","street-x-street","100","80",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13562","284","69","71","108","0.09","0.09","0.09","7","9","10","4","Terra Boost Launcher","street-x-street","-40","-60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"13563","274","41","90","107","0.24","0.23","0.16","5","8","11","7","Omni Boost Launcher","river-x-street","-80","0",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"13564","291","85","97","109","0.27","0.26","0.12","9","8","9","7","0","rail-x-street","-20","-40",0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13565","278","45","100","133","0.28","0.27","0.15","6","10","13","7","0","street-x-rail","-60","-80",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13566","252","54","79","119","0.18","0.17","0.07","9","8","14","5","0","rail-x-rail","140","120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13567","300","106","68","90","0.15","0.14","0.04","12","9","10","4","Metro Attack Launcher","rail-x-river","160","140",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"13568","305","105","90","110","0.15","0.14","0.04","14","10","11","4","0","river-x-street","60","40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13569","341","82","104","119","0.09","0.09","0.04","9","10","10","3","Omni Shield Launcher","street-x-street","140","120",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"13570","310","81","111","118","0.25","0.24","0.21","9","10","10","7","0","street-x-rail","-80","-100",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13571","294","71","123","100","0.21","0.21","0.16","7","8","10","5","0","street-x-river","-80","-100",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13572","311","75","88","112","0.05","0.05","0.09","9","12","11","2","Omni Shield Launcher","street-x-street","160","140",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"13573","269","101","78","54","0.17","0.16","0.14","10","6","6","6","Terra Boost Launcher","rail-x-street","160","140",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"13574","241","77","122","42","0.19","0.18","0.14","10","12","6","6","0","rail-x-street","20","0",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13575","303","110","84","109","0.3","0.29","0.19","12","7","10","7","0","rail-x-street","0","-20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13576","254","76","91","87","0.13","0.13","0.05","9","12","11","4","0","rail-x-rail","-60","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13577","302","47","104","151","0.21","0.21","0.19","8","13","12","6","0","street-x-street","-120","-140",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13578","327","83","83","161","0.11","0.11","0.08","12","10","13","3","0","river-x-street","-100","-120",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13579","289","140","104","45","0.17","0.16","0.08","12","10","8","4","0","street-x-rail","-80","-100",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13580","287","100","111","76","0.22","0.21","0.09","9","10","9","6","0","street-x-street","60","40",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13581","303","43","97","163","0.23","0.22","0.18","4","8","12","6","0","rail-x-street","-120","-140",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13582","319","93","109","117","0.22","0.21","0.08","8","9","10","6","0","rail-x-rail","100","80",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13583","266","95","115","56","0.11","0.11","0.07","12","11","8","3","0","rail-x-rail","80","60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13584","305","65","126","114","0.12","0.12","0.04","7","12","12","4","0","street-x-street","-120","-140",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13585","284","112","123","49","0.27","0.27","0.17","10","7","6","7","0","rail-x-river","100","80",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"13586","280","60","113","71","0.2","0.19","0.09","9","11","11","5","Metro Boost Launcher","street-x-street","-100","-120",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"13587","261","110","50","101","0.24","0.22","0.04","11","7","7","6","0","street-x-rail","-40","-60",0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13588","289","114","102","73","0.08","0.08","0.13","12","12","9","4","0","street-x-rail","-20","-40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13589","250","53","97","100","0.18","0.18","0.09","8","10","14","5","0","street-x-rail","-20","-40",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13590","294","80","113","101","0.14","0.13","0.12","9","11","9","4","0","rail-x-river","140","120",0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13591","321","58","95","132","0.1","0.09","0","9","9","12","3","Terra Boost Launcher","street-x-street","-120","-140",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"13592","317","107","52","158","0.27","0.27","0.17","11","7","12","7","0","street-x-street","-160","-180",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13593","307","83","93","131","0.07","0.07","0.05","11","10","15","2","0","street-x-rail","-120","-140",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13594","296","55","125","116","0.19","0.18","0.08","9","11","10","5","0","rail-x-street","-120","-140",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13595","309","82","114","113","0.12","0.11","0.08","9","10","10","4","0","rail-x-river","-100","-120",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13596","281","75","133","73","0.15","0.15","0.12","11","13","8","4","0","street-x-street","-60","-80",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13597","275","93","125","57","0.14","0.13","0.03","11","11","8","4","0","street-x-street","-180","160",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"13598","343","90","169","84","0.19","0.18","0.07","9","12","10","5","0","street-x-street","-140","-160",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13599","311","122","104","85","0.12","0.12","0.04","12","12","10","4","0","rail-x-street","60","40",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13600","253","43","101","73","0.34","0.33","0.22","5","11","7","8","Metro Shield Launcher","street-x-street","20","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"13601","316","153","100","63","0.23","0.22","0.14","12","10","7","7","0","street-x-rail","-20","-40",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13602","278","117","60","101","0.24","0.23","0.13","12","7","12","6","0","street-x-rail","-40","-60",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13603","286","91","93","102","0.12","0.11","0.1","12","10","10","5","0","river-x-rail","-20","-40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13604","305","89","143","73","0.1","0.1","0.04","11","13","12","3","0","street-x-street","120","100",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13605","291","83","86","122","0.14","0.13","0.04","9","11","13","4","0","street-x-rail","20","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13606","303","150","108","45","0.12","0.12","0.03","14","11","6","4","0","street-x-street","140","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13607","319","105","144","70","0.15","0.14","0.04","10","13","9","4","0","rail-x-street","-140","-160",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13608","297","103","127","67","0.21","0.21","0.16","10","10","9","5","0","rail-x-street","-180","160",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13609","265","49","121","95","0.09","0.09","0.04","10","11","12","3","0","street-x-river","0","-20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"13610","337","140","93","104","0.17","0.16","0.07","12","9","10","4","0","street-x-rail","-40","-60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13611","297","66","91","140","0.16","0.16","0.11","6","11","12","4","0","street-x-street","-180","160",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13612","265","102","78","85","0.27","0.26","0.13","10","9","12","7","0","street-x-street","40","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13613","316","65","137","114","0.12","0.12","0.08","7","11","11","3","0","street-x-street","-40","-60",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13614","301","86","93","122","0.09","0.09","0.15","10","10","12","4","0","street-x-street","-20","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13615","266","93","73","100","0.22","0.21","0.08","9","7","12","6","0","street-x-rail","40","20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13616","260","59","119","46","0.16","0.14","0","8","11","6","4","Terra Attack Launcher","street-x-street","80","60",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"13617","269","36","137","96","0.27","0.26","0.15","4","10","8","6","0","rail-x-river","-40","-60",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"13618","297","109","92","96","0.17","0.17","0.08","11","9","11","5","0","street-x-street","-120","-140",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13619","220","105","38","77","0.14","0.14","0.15","13","6","11","6","0","street-x-rail","20","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13620","287","96","80","75","0.1","0.1","0.05","13","8","11","3","Plasma Boost Launcher","street-x-street","80","60",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"13621","283","104","99","44","0.21","0.2","0.09","8","10","7","5","Metro Attack Launcher","street-x-rail","-40","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"13622","282","113","55","114","0.2","0.19","0.09","11","8","12","5","0","street-x-river","-180","160",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13623","298","82","163","53","0.12","0.11","0.04","10","14","5","3","0","river-x-street","0","-20",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13624","318","85","148","85","0.16","0.15","0.08","10","9","11","4","0","street-x-street","20","0",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13625","314","94","81","103","0.15","0.14","0.05","10","8","8","4","Plasma Attack Launcher","street-x-rail","-60","0",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"13626","322","122","94","106","0.13","0.13","0.07","11","11","8","4","0","river-x-rail","60","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13627","295","62","77","156","0.1","0.1","0.1","7","10","15","4","0","street-x-rail","40","20",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13628","308","83","106","119","0.14","0.14","0.08","10","7","11","4","0","river-x-rail","20","0",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13629","245","81","116","48","0.22","0.2","0.1","9","11","8","4","0","street-x-street","-60","-80",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13630","276","141","39","96","0.24","0.23","0.21","13","5","7","6","0","rail-x-street","20","0",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13631","298","66","75","121","0.15","0.14","0.04","10","9","11","4","Plasma Attack Launcher","rail-x-rail","-60","0",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"13632","269","116","98","55","0.14","0.14","0.08","14","13","7","4","0","rail-x-rail","-120","-140",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13633","337","120","89","128","0.14","0.14","0.13","11","10","12","5","0","street-x-street","20","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13634","348","90","140","82","0.13","0.13","0.05","10","11","8","4","Terra Attack Launcher","street-x-rail","-120","-140",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"13635","296","109","91","96","0.21","0.21","0.14","10","9","7","5","0","street-x-street","80","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13636","307","118","79","110","0.1","0.1","0.04","14","8","12","3","0","rail-x-street","120","100",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13637","380","67","166","111","0.19","0.18","0.13","6","12","8","4","Omni Shield Launcher","rail-x-street","-120","-140",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"13638","297","117","99","81","0.19","0.19","0.11","10","10","10","5","0","street-x-rail","100","80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13639","291","101","87","103","0.22","0.21","0.13","11","9","11","5","0","river-x-street","-120","-140",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13640","314","97","107","110","0.24","0.23","0.12","10","9","11","6","0","street-x-rail","100","0",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13641","334","66","121","147","0.18","0.18","0.09","8","12","14","5","0","river-x-street","100","80",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13642","288","116","119","53","0.25","0.24","0.14","14","11","6","6","0","river-x-rail","-80","-100",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13643","267","64","104","99","0.19","0.18","0.08","6","12","12","5","0","street-x-rail","-180","160",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13644","273","80","64","129","0.14","0.14","0.08","12","7","13","4","0","street-x-river","140","120",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13645","290","91","82","117","0.25","0.25","0.19","10","7","12","6","0","street-x-river","-160","-180",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13646","281","62","130","89","0.13","0.13","0.09","9","14","10","3","0","street-x-rail","120","100",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13647","339","65","123","151","0.14","0.13","0.13","6","9","12","4","0","street-x-street","80","60",0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13648","287","66","106","115","0.22","0.21","0.14","9","7","10","5","0","street-x-street","60","40",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"13649","327","101","76","114","0.18","0.17","0.09","8","7","9","6","Omni Shield Launcher","rail-x-street","-100","-120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"13650","359","144","94","121","0.2","0.19","0.1","9","10","11","5","0","street-x-river","120","0",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13651","284","85","146","53","0.29","0.27","0.09","8","10","7","7","0","street-x-street","40","20",0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"13652","295","107","78","110","0.1","0.1","0.04","12","9","11","3","0","street-x-river","-120","0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13653","302","55","98","113","0.15","0.15","0.11","8","12","10","4","Plasma Shield Launcher","rail-x-rail","-80","-100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"13654","311","114","65","96","0.1","0.1","0.04","13","8","11","3","Metro Shield Launcher","street-x-street","-160","-180",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
